Result of /data/leuven/370/vsc37064/new_queries_named_graph_openml/query_38.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                characteristicValue                                                               relationshipType
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input                                                                                  input number of missing values                                                                                  0                                                                                  hasQuality
input                                                                                  input number of missing values                                                                                  0                                                                                  label
input                                                                                  input number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 data-type                                                                                  category                                                                                  type
input1                                                                                  input1 data-type                                                                                  category                                                                                  label
input1                                                                                  input1 data-type                                                                                  category                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  category                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  category                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  category                                                                                  type
input1                                                                                  input1 data-type                                                                                  category                                                                                  label
input1                                                                                  input1 data-type                                                                                  category                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  category                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  category                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  float64                                                                                  type
input1                                                                                  input1 data-type                                                                                  float64                                                                                  label
input1                                                                                  input1 data-type                                                                                  float64                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  float64                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  float64                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  float64                                                                                  type
input1                                                                                  input1 data-type                                                                                  float64                                                                                  label
input1                                                                                  input1 data-type                                                                                  float64                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  float64                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  float64                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  type
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  label
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  type
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  label
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  hasQuality
input1                                                                                  input1 data-type                                                                                  numeric                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  type
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  label
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input1                                                                                  input1 number of missing values                                                                                  0                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  category                                                                                  type
input10                                                                                  input10 data-type                                                                                  category                                                                                  label
input10                                                                                  input10 data-type                                                                                  category                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  category                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  category                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  category                                                                                  type
input10                                                                                  input10 data-type                                                                                  category                                                                                  label
input10                                                                                  input10 data-type                                                                                  category                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  category                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  category                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  float64                                                                                  type
input10                                                                                  input10 data-type                                                                                  float64                                                                                  label
input10                                                                                  input10 data-type                                                                                  float64                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  float64                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  float64                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  float64                                                                                  type
input10                                                                                  input10 data-type                                                                                  float64                                                                                  label
input10                                                                                  input10 data-type                                                                                  float64                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  float64                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  float64                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  type
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  label
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  type
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  label
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  hasQuality
input10                                                                                  input10 data-type                                                                                  numeric                                                                                  hasQuality
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  type
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  label
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  hasQuality
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  hasQuality
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  type
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  label
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  hasQuality
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  hasQuality
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  type
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  label
input10                                                                                  input10 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
