Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_8.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        publicationDate
Longitudinal Targeted Minimum Loss-based Estimation with Temporal-Difference Heterogeneous Transformer                                                                                  Yulun Wu                                                                                  2024-04-05 00:00:00
Nonlinear Kalman Filtering based on Self-Attention Mechanism and Lattice Trajectory Piecewise Linear Approximation                                                                                  Jun Xu                                                                                  2024-04-05 00:00:00
Nonlinear Kalman Filtering based on Self-Attention Mechanism and Lattice Trajectory Piecewise Linear Approximation                                                                                  Xinyu Geng                                                                                  2024-04-05 00:00:00
Nonlinear Kalman Filtering based on Self-Attention Mechanism and Lattice Trajectory Piecewise Linear Approximation                                                                                  JiaMing Wang                                                                                  2024-04-05 00:00:00
PhysPT: Physics-aware Pretrained Transformer for Estimating Human Dynamics from Monocular Videos                                                                                  Qiang Ji                                                                                  2024-04-05 00:00:00
PhysPT: Physics-aware Pretrained Transformer for Estimating Human Dynamics from Monocular Videos                                                                                  Jeffrey O. Kephart                                                                                  2024-04-05 00:00:00
PhysPT: Physics-aware Pretrained Transformer for Estimating Human Dynamics from Monocular Videos                                                                                  Yufei Zhang                                                                                  2024-04-05 00:00:00
PhysPT: Physics-aware Pretrained Transformer for Estimating Human Dynamics from Monocular Videos                                                                                  Zijun Cui                                                                                  2024-04-05 00:00:00
Transformers for molecular property prediction: Lessons learned from the past five years                                                                                  Afnan Sultan                                                                                  2024-04-05 00:00:00
Transformers for molecular property prediction: Lessons learned from the past five years                                                                                  Andrea Volkamer                                                                                  2024-04-05 00:00:00
Transformers for molecular property prediction: Lessons learned from the past five years                                                                                  Jochen Sieg                                                                                  2024-04-05 00:00:00
Transformers for molecular property prediction: Lessons learned from the past five years                                                                                  Miriam Mathea                                                                                  2024-04-05 00:00:00
Uformer: A UNet-Transformer fused robust end-to-end deep learning framework for real-time denoising of lung sounds                                                                                  Taufiq Hasan                                                                                  2024-04-05 00:00:00
Uformer: A UNet-Transformer fused robust end-to-end deep learning framework for real-time denoising of lung sounds                                                                                  Samiul Based Shuvo                                                                                  2024-04-05 00:00:00
Uformer: A UNet-Transformer fused robust end-to-end deep learning framework for real-time denoising of lung sounds                                                                                  Syed Samiul Alam                                                                                  2024-04-05 00:00:00
Vision Transformers in Domain Adaptation and Generalization: A Study of Robustness                                                                                  Homayoun Najjaran                                                                                  2024-04-05 00:00:00
Vision Transformers in Domain Adaptation and Generalization: A Study of Robustness                                                                                  Jamil Fayyad                                                                                  2024-04-05 00:00:00
Vision Transformers in Domain Adaptation and Generalization: A Study of Robustness                                                                                  Shadi Alijani                                                                                  2024-04-05 00:00:00
A Directional Diffusion Graph Transformer for Recommendation                                                                                  Xi Wang                                                                                  2024-04-04 00:00:00
A Directional Diffusion Graph Transformer for Recommendation                                                                                  Iadh Ounis                                                                                  2024-04-04 00:00:00
A Directional Diffusion Graph Transformer for Recommendation                                                                                  Zixuan Yi                                                                                  2024-04-04 00:00:00
Background Noise Reduction of Attention Map for Weakly Supervised Semantic Segmentation                                                                                  Izumi Fujimori                                                                                  2024-04-04 00:00:00
Background Noise Reduction of Attention Map for Weakly Supervised Semantic Segmentation                                                                                  Masami Shishibori                                                                                  2024-04-04 00:00:00
Background Noise Reduction of Attention Map for Weakly Supervised Semantic Segmentation                                                                                  Masaki Oono                                                                                  2024-04-04 00:00:00
Convergence Conditions of Online Regularized Statistical Learning in Reproducing Kernel Hilbert Space With Non-Stationary Data                                                                                  Tao Li                                                                                  2024-04-04 00:00:00
Convergence Conditions of Online Regularized Statistical Learning in Reproducing Kernel Hilbert Space With Non-Stationary Data                                                                                  Xiwei Zhang                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Dakai Jin                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Dazhou Guo                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Ke Yan                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Le Lu                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Xiaowei Ding                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Xianghua Ye                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Li Zhang                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Haoshen Li                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Na Shen                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Yirui Wang                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Qinji Yu                                                                                  2024-04-04 00:00:00
Effective Lymph Nodes Detection in CT Scans Using Location Debiased Query Selection and Contrastive Query Representation in Transformer                                                                                  Qifeng Wang                                                                                  2024-04-04 00:00:00
How does Multi-Task Training Affect Transformer In-Context Capabilities? Investigations with Function Classes                                                                                  Junjie Hu                                                                                  2024-04-04 00:00:00
How does Multi-Task Training Affect Transformer In-Context Capabilities? Investigations with Function Classes                                                                                  Yiqiao Zhong                                                                                  2024-04-04 00:00:00
How does Multi-Task Training Affect Transformer In-Context Capabilities? Investigations with Function Classes                                                                                  Harmon Bhasin                                                                                  2024-04-04 00:00:00
How does Multi-Task Training Affect Transformer In-Context Capabilities? Investigations with Function Classes                                                                                  Timothy Ossowski                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Guillermo De Arcas                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Susana Costa                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Ignacio Pavón                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Juan-Manuel López                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Luigi Borzì                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Luis Sigcha                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Nélson Costa                                                                                  2024-04-04 00:00:00
Improvement of Performance in Freezing of Gait detection in Parkinsons Disease using Transformer networks and a single waist worn triaxial accelerometer                                                                                  Pedro Arezes                                                                                  2024-04-04 00:00:00
LeGrad: An Explainability Method for Vision Transformers via Feature Formation Sensitivity                                                                                  Hendrik Strobelt                                                                                  2024-04-04 00:00:00
LeGrad: An Explainability Method for Vision Transformers via Feature Formation Sensitivity                                                                                  Hilde Kuehne                                                                                  2024-04-04 00:00:00
LeGrad: An Explainability Method for Vision Transformers via Feature Formation Sensitivity                                                                                  Sofian Chaybouti                                                                                  2024-04-04 00:00:00
LeGrad: An Explainability Method for Vision Transformers via Feature Formation Sensitivity                                                                                  Angie Boggust                                                                                  2024-04-04 00:00:00
LeGrad: An Explainability Method for Vision Transformers via Feature Formation Sensitivity                                                                                  Walid Bousselham                                                                                  2024-04-04 00:00:00
On the Theoretical Expressive Power and the Design Space of Higher-Order Graph Transformers                                                                                  Rose Yu                                                                                  2024-04-04 00:00:00
On the Theoretical Expressive Power and the Design Space of Higher-Order Graph Transformers                                                                                  Yusu Wang                                                                                  2024-04-04 00:00:00
On the Theoretical Expressive Power and the Design Space of Higher-Order Graph Transformers                                                                                  Cai Zhou                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Weijian Li                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Han Liu                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Hong-Yu Chen                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Pei-Hsuan Chang                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Wei-Po Wang                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Robin Luo                                                                                  2024-04-04 00:00:00
Outlier-Efficient Hopfield Layers for Large Transformer-Based Models                                                                                  Jerry Yao-Chieh Hu                                                                                  2024-04-04 00:00:00
Part-Attention Based Model Make Occluded Person Re-Identification Stronger                                                                                  Yiyuan Ge                                                                                  2024-04-04 00:00:00
Part-Attention Based Model Make Occluded Person Re-Identification Stronger                                                                                  Zhihao Chen                                                                                  2024-04-04 00:00:00
SleepVST: Sleep Staging from Near-Infrared Video Signals using Pre-Trained Transformers                                                                                  Jonathan F. Carter                                                                                  2024-04-04 00:00:00
SleepVST: Sleep Staging from Near-Infrared Video Signals using Pre-Trained Transformers                                                                                  Lionel Tarassenko                                                                                  2024-04-04 00:00:00
SleepVST: Sleep Staging from Near-Infrared Video Signals using Pre-Trained Transformers                                                                                  João Jorge                                                                                  2024-04-04 00:00:00
SleepVST: Sleep Staging from Near-Infrared Video Signals using Pre-Trained Transformers                                                                                  Oliver Gibson                                                                                  2024-04-04 00:00:00
The Death of Feature Engineering? BERT with Linguistic Features on SQuAD 2.0                                                                                  Yue Zhang                                                                                  2024-04-04 00:00:00
The Death of Feature Engineering? BERT with Linguistic Features on SQuAD 2.0                                                                                  Jiawei Li                                                                                  2024-04-04 00:00:00
Towards more realistic human motion prediction with attention to motion coordination                                                                                  Pengxiang Ding                                                                                  2024-04-04 00:00:00
Towards more realistic human motion prediction with attention to motion coordination                                                                                  Jianqin Yin                                                                                  2024-04-04 00:00:00
TransformerLSR: Attentive Joint Model of Longitudinal Data, Survival, and Recurrent Events with Concurrent Latent Structure                                                                                  Yao Zhao                                                                                  2024-04-04 00:00:00
TransformerLSR: Attentive Joint Model of Longitudinal Data, Survival, and Recurrent Events with Concurrent Latent Structure                                                                                  Yanxun Xu                                                                                  2024-04-04 00:00:00
TransformerLSR: Attentive Joint Model of Longitudinal Data, Survival, and Recurrent Events with Concurrent Latent Structure                                                                                  Zhiyue Zhang                                                                                  2024-04-04 00:00:00
iSeg: Interactive 3D Segmentation via Interactive Attention                                                                                  Rana Hanocka                                                                                  2024-04-04 00:00:00
iSeg: Interactive 3D Segmentation via Interactive Attention                                                                                  Fei Xu                                                                                  2024-04-04 00:00:00
iSeg: Interactive 3D Segmentation via Interactive Attention                                                                                  Sudarshan Babu                                                                                  2024-04-04 00:00:00
iSeg: Interactive 3D Segmentation via Interactive Attention                                                                                  Itai Lang                                                                                  2024-04-04 00:00:00
iSeg: Interactive 3D Segmentation via Interactive Attention                                                                                  Dale Decatur                                                                                  2024-04-04 00:00:00
Attention is Naturally Sparse with Gaussian Distributed Input                                                                                  Yichuan Deng                                                                                  2024-04-03 00:00:00
Attention is Naturally Sparse with Gaussian Distributed Input                                                                                  Chiwun Yang                                                                                  2024-04-03 00:00:00
Attention is Naturally Sparse with Gaussian Distributed Input                                                                                  Zhao Song                                                                                  2024-04-03 00:00:00
Convergence Analysis of Flow Matching in Latent Space with Transformers                                                                                  Yuling Jiao                                                                                  2024-04-03 00:00:00
Convergence Analysis of Flow Matching in Latent Space with Transformers                                                                                  Bokai Yan                                                                                  2024-04-03 00:00:00
Convergence Analysis of Flow Matching in Latent Space with Transformers                                                                                  Yang Wang                                                                                  2024-04-03 00:00:00
Convergence Analysis of Flow Matching in Latent Space with Transformers                                                                                  Yanming Lai                                                                                  2024-04-03 00:00:00
Cross-Architecture Transfer Learning for Linear-Cost Inference Transformers                                                                                  Sehyun Choi                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Jürgen Schmidhuber                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Francesco Faccio                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Jinheng Xie                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Haozhe Liu                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Wentian Zhang                                                                                  2024-04-03 00:00:00
Cross-Attention Makes Inference Cumbersome in Text-to-Image Diffusion Models                                                                                  Mike Zheng Shou                                                                                  2024-04-03 00:00:00
DPFT: Dual Perspective Fusion Transformer for Camera-Radar-based Object Detection                                                                                  Holger Caesar                                                                                  2024-04-03 00:00:00
DPFT: Dual Perspective Fusion Transformer for Camera-Radar-based Object Detection                                                                                  Felix Fent                                                                                  2024-04-03 00:00:00
DPFT: Dual Perspective Fusion Transformer for Camera-Radar-based Object Detection                                                                                  Andras Palffy                                                                                  2024-04-03 00:00:00
Decision Transformer as a Foundation Model for Partially Observable Continuous Control                                                                                  Tamer Başar                                                                                  2024-04-03 00:00:00
Decision Transformer as a Foundation Model for Partially Observable Continuous Control                                                                                  Haoran Qiu                                                                                  2024-04-03 00:00:00
Decision Transformer as a Foundation Model for Partially Observable Continuous Control                                                                                  Xiangyuan Zhang                                                                                  2024-04-03 00:00:00
Decision Transformer as a Foundation Model for Partially Observable Continuous Control                                                                                  Weichao Mao                                                                                  2024-04-03 00:00:00
DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets                                                                                  Mayank Mishra                                                                                  2024-04-03 00:00:00
DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets                                                                                  R. Venkatesh Babu                                                                                  2024-04-03 00:00:00
DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets                                                                                  Harsh Rangwani                                                                                  2024-04-03 00:00:00
DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets                                                                                  Pradipto Mondal                                                                                  2024-04-03 00:00:00
DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets                                                                                  Ashish Ramayee Asokan                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Chaoyong Wu                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Lingmin Zhana                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Peng Li                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Yuanyuan Zhang                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Caiping Cheng                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Jinzhong Zhao                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Wuxia Zhang                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Yingdong Wang                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Aoyi Wang                                                                                  2024-04-03 00:00:00
Drug-target interaction prediction by integrating heterogeneous information with mutual attention network                                                                                  Jianxin Chen                                                                                  2024-04-03 00:00:00
Estimating the Causal Effects of Natural Logic Features in Transformer-Based NLI Models                                                                                  André Freitas                                                                                  2024-04-03 00:00:00
Estimating the Causal Effects of Natural Logic Features in Transformer-Based NLI Models                                                                                  Marco Valentino                                                                                  2024-04-03 00:00:00
Estimating the Causal Effects of Natural Logic Features in Transformer-Based NLI Models                                                                                  Julia Rozanova                                                                                  2024-04-03 00:00:00
Event Camera Demosaicing via Swin Transformer and Pixel-focus Loss                                                                                  Hui Xiong                                                                                  2024-04-03 00:00:00
Event Camera Demosaicing via Swin Transformer and Pixel-focus Loss                                                                                  Wenzong Ma                                                                                  2024-04-03 00:00:00
Event Camera Demosaicing via Swin Transformer and Pixel-focus Loss                                                                                  Yunfan Lu                                                                                  2024-04-03 00:00:00
Event Camera Demosaicing via Swin Transformer and Pixel-focus Loss                                                                                  Weiyu Guo                                                                                  2024-04-03 00:00:00
Event Camera Demosaicing via Swin Transformer and Pixel-focus Loss                                                                                  Yijie Xu                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Yang Yang                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Hui Xue                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Peter Kellman                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Sarah Hooper                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Azaan Rehman                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Adrienne Campbell                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Thomas Treibel                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  James Moon                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Rajiv Ramasawmy                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  W Patricia Bandettini                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Zheren Zhu                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Iain Pierce                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Ahsan Javed                                                                                  2024-04-03 00:00:00
Imaging transformer for MRI denoising with the SNR unit training: enabling generalization across field-strengths, imaging contrasts, and anatomy                                                                                  Rhodri Davies                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Dong Li                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Zhen Qin                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Xuyang Shen                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Yu Qiao                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Yiran Zhong                                                                                  2024-04-03 00:00:00
Linear Attention Sequence Parallelism                                                                                  Weigao Sun                                                                                  2024-04-03 00:00:00
Masked Completion via Structured Diffusion with White-Box Transformers                                                                                  Yaodong Yu                                                                                  2024-04-03 00:00:00
Masked Completion via Structured Diffusion with White-Box Transformers                                                                                  Sam Buchanan                                                                                  2024-04-03 00:00:00
Masked Completion via Structured Diffusion with White-Box Transformers                                                                                  Yi Ma                                                                                  2024-04-03 00:00:00
Masked Completion via Structured Diffusion with White-Box Transformers                                                                                  Druv Pai                                                                                  2024-04-03 00:00:00
Masked Completion via Structured Diffusion with White-Box Transformers                                                                                  Ziyang Wu                                                                                  2024-04-03 00:00:00
Multi-Scale Spatial-Temporal Self-Attention Graph Convolutional Networks for Skeleton-based Action Recognition                                                                                  Ikuo Nakamura                                                                                  2024-04-03 00:00:00
Optical Text Recognition in Nepali and Bengali: A Transformer-based Approach                                                                                  Aakar Dhakal                                                                                  2024-04-03 00:00:00
Optical Text Recognition in Nepali and Bengali: A Transformer-based Approach                                                                                  S M Rakib Hasan                                                                                  2024-04-03 00:00:00
