Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20by%20Solving%20Jigsaw%20Puzzles/JiGen%20%28Resnet-18%29                                                                                  JiGen (Resnet-18)
http://w3id.org/mlsea/pwc/model/Self-Supervised%20Learning%20Across%20Domains/Jigsaw%2BRotation%20%28Resnet-18%29                                                                                  Jigsaw+Rotation (Resnet-18)
http://w3id.org/mlsea/pwc/model/Joint%20Multi-Person%20Pose%20Estimation%20and%20Semantic%20Part%20Segmentation/Joint%20%28ResNet-101%2C%20%2Bms%29                                                                                  Joint (ResNet-101, +ms)
http://w3id.org/mlsea/pwc/model/Improving%20Robustness%20using%20Joint%20Attention%20Network%20For%20Detecting%20Retinal%20Degeneration%20From%20Optical%20Coherence%20Tomography%20Images/Joint-Attention-Network%20ResNet50-v1                                                                                  Joint-Attention-Network ResNet50-v1
http://w3id.org/mlsea/pwc/model/Feature%20Stylization%20and%20Domain-aware%20Contrastive%20Learning%20for%20Domain%20Generalization/Jone%20et%20al.%20%28ResNet-50%29                                                                                  Jone et al. (ResNet-50)
http://w3id.org/mlsea/pwc/model/K-Net%3A%20Towards%20Unified%20Image%20Segmentation/K-Net%20%28ResNet-101%29                                                                                  K-Net (ResNet-101)
http://w3id.org/mlsea/pwc/model/K-Net%3A%20Towards%20Unified%20Image%20Segmentation/K-Net-N256%20%28ResNet-101%29                                                                                  K-Net-N256 (ResNet-101)
http://w3id.org/mlsea/pwc/model/Distilling%20the%20Knowledge%20in%20a%20Neural%20Network/KD%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  KD (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  KD++(T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3A%20ViT-S%2C%20S%3Aresnet18%29                                                                                  KD++(T: ViT-S, S:resnet18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3AViT-B%2C%20S%3Aresnet18%29                                                                                  KD++(T:ViT-B, S:resnet18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Arenset101%20S%3Aresnet18%29                                                                                  KD++(T:renset101 S:resnet18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet-152%20S%3Aresnet-101%29                                                                                  KD++(T:resnet-152 S:resnet-101)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet-152%20S%3Aresnet-50%29                                                                                  KD++(T:resnet-152 S:resnet-50)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet-152%20S%3Aresnet18%29                                                                                  KD++(T:resnet-152 S:resnet18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet152%20S%3Aresnet34%29                                                                                  KD++(T:resnet152 S:resnet34)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet50%20S%3Aresnet18%29                                                                                  KD++(T:resnet50 S:resnet18)
http://w3id.org/mlsea/pwc/model/Improving%20Knowledge%20Distillation%20via%20Regularizing%20Feature%20Norm%20and%20Direction/KD%2B%2B%28T%3Aresnet56%2C%20S%3Aresnet20%29                                                                                  KD++(T:resnet56, S:resnet20)
http://w3id.org/mlsea/pwc/model/Knowledge%20Graph%20Transfer%20Network%20for%20Few-Shot%20Recognition/KGTN%20%28ResNet-50%29                                                                                  KGTN (ResNet-50)
http://w3id.org/mlsea/pwc/model/KGTN-ens%3A%20Few-Shot%20Image%20Classification%20with%20Knowledge%20Graph%20Ensembles/KGTN-ens%20%28ResNet-50%2C%20h%2Bg%2C%20max%29                                                                                  KGTN-ens (ResNet-50, h+g, max)
http://w3id.org/mlsea/pwc/model/KGTN-ens%3A%20Few-Shot%20Image%20Classification%20with%20Knowledge%20Graph%20Ensembles/KGTN-ens%20%28ResNet-50%2C%20h%2Bg%2C%20mean%29                                                                                  KGTN-ens (ResNet-50, h+g, mean)
http://w3id.org/mlsea/pwc/model/Out-of-Distribution%20Detection%20with%20Deep%20Nearest%20Neighbors/KNN%20%28ResNet-50%20SupCon%29                                                                                  KNN (ResNet-50 SupCon)
http://w3id.org/mlsea/pwc/model/Out-of-Distribution%20Detection%20with%20Deep%20Nearest%20Neighbors/KNN%20%28ResNet-50%29                                                                                  KNN (ResNet-50)
http://w3id.org/mlsea/pwc/model/Few-shot%20Relational%20Reasoning%20via%20Connection%20Subgraph%20Pretraining/KTCH%20%28ResNet-50%29                                                                                  KTCH (ResNet-50)
http://w3id.org/mlsea/pwc/model/Distilling%20Knowledge%20via%20Knowledge%20Review/Knowledge%20Review%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  Knowledge Review (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Generate%20Novel%20Domains%20for%20Domain%20Generalization/L2A-OT%20%28Resnet-18%29                                                                                  L2A-OT (Resnet-18)
http://w3id.org/mlsea/pwc/model/L2B%3A%20Learning%20to%20Bootstrap%20Robust%20Models%20for%20Combating%20Label%20Noise/L2B%20%28ResNet-18%29                                                                                  L2B (ResNet-18)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Bootstrap%20for%20Combating%20Label%20Noise/L2B%20%28ResNet-18%29                                                                                  L2B (ResNet-18)
http://w3id.org/mlsea/pwc/model/L2G%3A%20A%20Simple%20Local-to-Global%20Knowledge%20Transfer%20Framework%20for%20Weakly%20Supervised%20Semantic%20Segmentation/L2G%20%28DeepLabV2-ResNet101%29                                                                                  L2G (DeepLabV2-ResNet101)
http://w3id.org/mlsea/pwc/model/L2G%3A%20A%20Simple%20Local-to-Global%20Knowledge%20Transfer%20Framework%20for%20Weakly%20Supervised%20Semantic%20Segmentation/L2G%20%28ResNet101%2C%20DeepLab-LargeFOV%29                                                                                  L2G (ResNet101, DeepLab-LargeFOV)
http://w3id.org/mlsea/pwc/model/L2G%3A%20A%20Simple%20Local-to-Global%20Knowledge%20Transfer%20Framework%20for%20Weakly%20Supervised%20Semantic%20Segmentation/L2G%20%28ResNet101%2C%20DeepLab-v2%29                                                                                  L2G (ResNet101, DeepLab-v2)
http://w3id.org/mlsea/pwc/model/Learning%20Imbalanced%20Datasets%20with%20Label-Distribution-Aware%20Margin%20Loss/LDAM%28ResNet-50%29                                                                                  LDAM(ResNet-50)
http://w3id.org/mlsea/pwc/model/Label%20Decoupling%20Framework%20for%20Salient%20Object%20Detection/LDF%28ResNet-50%29                                                                                  LDF(ResNet-50)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Disentangle%20Scenes%20for%20Person%20Re-identification/LDS%20%28ResNet50%20%2B%20RK%29                                                                                  LDS (ResNet50 + RK)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Disentangle%20Scenes%20for%20Person%20Re-identification/LDS%20%28ResNet50%2BRK%29                                                                                  LDS (ResNet50+RK)
http://w3id.org/mlsea/pwc/model/Learning%20Spatio-Temporal%20Representation%20with%20Local%20and%20Global%20Diffusion/LGD-3D%20Flow%20%28ResNet-101%29                                                                                  LGD-3D Flow (ResNet-101)
http://w3id.org/mlsea/pwc/model/Learning%20Spatio-Temporal%20Representation%20with%20Local%20and%20Global%20Diffusion/LGD-3D%20RGB%20%28ResNet-101%29                                                                                  LGD-3D RGB (ResNet-101)
http://w3id.org/mlsea/pwc/model/Learning%20Spatio-Temporal%20Representation%20with%20Local%20and%20Global%20Diffusion/LGD-3D%20Two-stream%20%28ResNet-101%29                                                                                  LGD-3D Two-stream (ResNet-101)
http://w3id.org/mlsea/pwc/model/Leveraging%20Instance-%2C%20Image-%20and%20Dataset-Level%20Information%20for%20Weakly%20Supervised%20Instance%20Segmentation/LIID%20%28ResNet-101%29                                                                                  LIID (ResNet-101)
http://w3id.org/mlsea/pwc/model/Leveraging%20Instance-%2C%20Image-%20and%20Dataset-Level%20Information%20for%20Weakly%20Supervised%20Instance%20Segmentation/LIID%20%28ResNet-101%2C%20%2B24K%20SI%29                                                                                  LIID (ResNet-101, +24K SI)
http://w3id.org/mlsea/pwc/model/LINe%3A%20Out-of-Distribution%20Detection%20by%20Leveraging%20Important%20Neurons/LINe%20%28ResNet-50%29                                                                                  LINe (ResNet-50)
http://w3id.org/mlsea/pwc/model/LINe%3A%20Out-of-Distribution%20Detection%20by%20Leveraging%20Important%20Neurons/LINe%20%28ResNet50%29                                                                                  LINe (ResNet50)
http://w3id.org/mlsea/pwc/model/Look-into-Object%3A%20Self-supervised%20Structure%20Modeling%20for%20Object%20Recognition/LIO%2FResNet-50%20%28multi-stage%29                                                                                  LIO/ResNet-50 (multi-stage)
http://w3id.org/mlsea/pwc/model/LIP%3A%20Local%20Importance-based%20Pooling/LIP-ResNet-101                                                                                  LIP-ResNet-101
http://w3id.org/mlsea/pwc/model/Adversarial%20Robustness%20through%20Local%20Linearization/LLR-ResNet-152                                                                                  LLR-ResNet-152
http://w3id.org/mlsea/pwc/model/LMPT%3A%20Prompt%20Tuning%20with%20Class-Specific%20Embedding%20Loss%20for%20Long-tailed%20Multi-Label%20Visual%20Recognition/LMPT%28ResNet-50%29                                                                                  LMPT(ResNet-50)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20by%20Learning%20and%20Removing%20Domain-specific%20Features/LRDG%20%28ResNet-18%29                                                                                  LRDG (ResNet-18)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20by%20Learning%20and%20Removing%20Domain-specific%20Features/LRDG%20%28ResNet-50%29                                                                                  LRDG (ResNet-50)
http://w3id.org/mlsea/pwc/model/Exploring%20Emotion%20Features%20and%20Fusion%20Strategies%20for%20Audio-Video%20Emotion%20Recognition/LResNet50E-IR                                                                                  LResNet50E-IR
http://w3id.org/mlsea/pwc/model/Exploring%20Emotion%20Features%20and%20Fusion%20Strategies%20for%20Audio-Video%20Emotion%20Recognition/LResNet50E-IR%20%281%20model%20with%20augmentation%29                                                                                  LResNet50E-IR (1 model with augmentation)
http://w3id.org/mlsea/pwc/model/Exploring%20Emotion%20Features%20and%20Fusion%20Strategies%20for%20Audio-Video%20Emotion%20Recognition/LResNet50E-IR%20%281%20model%29                                                                                  LResNet50E-IR (1 model)
http://w3id.org/mlsea/pwc/model/Exploring%20Emotion%20Features%20and%20Fusion%20Strategies%20for%20Audio-Video%20Emotion%20Recognition/LResNet50E-IR%20%285%20models%20with%20augmentation%29                                                                                  LResNet50E-IR (5 models with augmentation)
http://w3id.org/mlsea/pwc/model/Low-shot%20learning%20with%20large-scale%20diffusion/LSD%20%28ResNet-50%29                                                                                  LSD (ResNet-50)
http://w3id.org/mlsea/pwc/model/Distilling%20Knowledge%20by%20Mimicking%20Features/LSHFM%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  LSHFM (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Distilling%20Knowledge%20by%20Mimicking%20Features/LSHFM%20%28T%3A%20ResNet101%20S%3A%20MobileNetV2%29                                                                                  LSHFM (T: ResNet101 S: MobileNetV2)
http://w3id.org/mlsea/pwc/model/Distilling%20Knowledge%20by%20Mimicking%20Features/LSHFM%20%28T%3A%20ResNet101%20S%3A%20ResNet50%29                                                                                  LSHFM (T: ResNet101 S: ResNet50)
http://w3id.org/mlsea/pwc/model/Learning%20Where%20to%20Focus%20for%20Efficient%20Video%20Object%20Detection/LSTS%20%28ResNet-101%29                                                                                  LSTS (ResNet-101)
http://w3id.org/mlsea/pwc/model/Long-Tailed%20Multi-Label%20Visual%20Recognition%20by%20Collaborative%20Training%20on%20Uniform%20and%20Re-Balanced%20Samplings/LTML%28ResNet-50%29                                                                                  LTML(ResNet-50)
http://w3id.org/mlsea/pwc/model/Long-Tailed%20Recognition%20via%20Weight%20Balancing/LTR-weight-balancing%28ResNet-50%29                                                                                  LTR-weight-balancing(ResNet-50)
http://w3id.org/mlsea/pwc/model/Location-aware%20Upsampling%20for%20Semantic%20Segmentation/LaU-regression-loss%20%28ResNet-101%29                                                                                  LaU-regression-loss (ResNet-101)
http://w3id.org/mlsea/pwc/model/LambdaNetworks%3A%20Modeling%20Long-Range%20Interactions%20Without%20Attention/LambdaResNet152                                                                                  LambdaResNet152
http://w3id.org/mlsea/pwc/model/LambdaNetworks%3A%20Modeling%20Long-Range%20Interactions%20Without%20Attention/LambdaResNet200                                                                                  LambdaResNet200
http://w3id.org/mlsea/pwc/model/Keep%20your%20Eyes%20on%20the%20Lane%3A%20Real-time%20Attention-guided%20Lane%20Detection/LaneATT%20%28ResNet-122%29                                                                                  LaneATT (ResNet-122)
http://w3id.org/mlsea/pwc/model/Keep%20your%20Eyes%20on%20the%20Lane%3A%20Real-time%20Attention-guided%20Lane%20Detection/LaneATT%20%28ResNet-18%29                                                                                  LaneATT (ResNet-18)
http://w3id.org/mlsea/pwc/model/Keep%20your%20Eyes%20on%20the%20Lane%3A%20Real-time%20Attention-guided%20Lane%20Detection/LaneATT%20%28ResNet-34%29                                                                                  LaneATT (ResNet-34)
http://w3id.org/mlsea/pwc/model/LaserMix%20for%20Semi-Supervised%20LiDAR%20Semantic%20Segmentation/LaserMix%20%28DeepLab%20v3%2B%2C%20ImageNet%20pre-%20trained%20ResNet50%2C%20single%20scale%20inference%29                                                                                  LaserMix (DeepLab v3+, ImageNet pre- trained ResNet50, single scale inference)
http://w3id.org/mlsea/pwc/model/LaserMix%20for%20Semi-Supervised%20LiDAR%20Semantic%20Segmentation/LaserMix%20%28DeepLab%20v3%2B%2C%20ImageNet%20pre-trained%20ResNet50%2C%20single%20scale%20inference%29                                                                                  LaserMix (DeepLab v3+, ImageNet pre-trained ResNet50, single scale inference)
http://w3id.org/mlsea/pwc/model/Libra%20R-CNN%3A%20Towards%20Balanced%20Learning%20for%20Object%20Detection/Libra%20R-CNN%20%28ResNet-50%20FPN%29                                                                                  Libra R-CNN (ResNet-50 FPN)
http://w3id.org/mlsea/pwc/model/Localized%20Vision-Language%20Matching%20for%20Open-vocabulary%20Object%20Detection/LocOv%20%28ResNet50%29                                                                                  LocOv (ResNet50)
http://w3id.org/mlsea/pwc/model/Preventing%20Manifold%20Intrusion%20with%20Locality%3A%20Local%20Mixup/Local%20Mixup%20Resnet18                                                                                  Local Mixup Resnet18
http://w3id.org/mlsea/pwc/model/Local%20Aggregation%20for%20Unsupervised%20Learning%20of%20Visual%20Embeddings/LocalAgg%20%28ResNet-50%29                                                                                  LocalAgg (ResNet-50)
http://w3id.org/mlsea/pwc/model/Logic-induced%20Diagnostic%20Reasoning%20for%20Semi-supervised%20Semantic%20Segmentation/LogicDiag%20%28DeepLab%20v3%2B%20with%20ResNet-101%29                                                                                  LogicDiag (DeepLab v3+ with ResNet-101)
http://w3id.org/mlsea/pwc/model/LongReMix%3A%20Robust%20Learning%20with%20High%20Confidence%20Samples%20in%20a%20Noisy%20Label%20Environment/LongReMix%20%28Inception-ResNet-v2%29                                                                                  LongReMix (Inception-ResNet-v2)
http://w3id.org/mlsea/pwc/model/M2Det%3A%20A%20Single-Shot%20Object%20Detector%20based%20on%20Multi-Level%20Feature%20Pyramid%20Network/M2Det%20%28ResNet-101%2C%20multi-scale%29                                                                                  M2Det (ResNet-101, multi-scale)
http://w3id.org/mlsea/pwc/model/M2Det%3A%20A%20Single-Shot%20Object%20Detector%20based%20on%20Multi-Level%20Feature%20Pyramid%20Network/M2Det%20%28ResNet-101%2C%20single-scale%29                                                                                  M2Det (ResNet-101, single-scale)
http://w3id.org/mlsea/pwc/model/M2Det%3A%20A%20Single-Shot%20Object%20Detector%20based%20on%20Multi-Level%20Feature%20Pyramid%20Network/M2Det%20%28ResNet-1o1%2C%20320x320%29                                                                                  M2Det (ResNet-1o1, 320x320)
http://w3id.org/mlsea/pwc/model/Multiple%20Anchor%20Learning%20for%20Visual%20Object%20Detection/MAL%20%28ResNet50%2C%20single-scale%29                                                                                  MAL (ResNet50, single-scale)
http://w3id.org/mlsea/pwc/model/MARS%3A%20Model-agnostic%20Biased%20Object%20Removal%20without%20Additional%20Supervision%20for%20Weakly-Supervised%20Semantic%20Segmentation/MARS%20%28ResNet-101%2C%20multi-stage%29                                                                                  MARS (ResNet-101, multi-stage)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20via%20Model-Agnostic%20Learning%20of%20Semantic%20Features/MASF%20%28Resnet-18%29                                                                                  MASF (Resnet-18)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20via%20Model-Agnostic%20Learning%20of%20Semantic%20Features/MASF%20%28Resnet-50%29                                                                                  MASF (Resnet-50)
http://w3id.org/mlsea/pwc/model/The%20Devil%20is%20in%20the%20Channels%3A%20Mutual-Channel%20Loss%20for%20Fine-Grained%20Image%20Classification/MC%20Loss%20%28ResNet50%29                                                                                  MC Loss (ResNet50)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Discover%20Multi-Class%20Attentional%20Regions%20for%20Multi-Label%20Image%20Recognition/MCAR%20%28ResNet101%2C%20448x448%29                                                                                  MCAR (ResNet101, 448x448)
http://w3id.org/mlsea/pwc/model/Learning%20to%20Discover%20Multi-Class%20Attentional%20Regions%20for%20Multi-Label%20Image%20Recognition/MCAR%20%28ResNet101%2C%20576x576%29                                                                                  MCAR (ResNet101, 576x576)
http://w3id.org/mlsea/pwc/model/Multimodal%20Compact%20Bilinear%20Pooling%20for%20Visual%20Question%20Answering%20and%20Visual%20Grounding/MCB%20%28ResNet%29                                                                                  MCB (ResNet)
http://w3id.org/mlsea/pwc/model/Masked%20Cross-image%20Encoding%20for%20Few-shot%20Segmentation/MCE%20%28ResNet-50%29                                                                                  MCE (ResNet-50)
http://w3id.org/mlsea/pwc/model/MDCS%3A%20More%20Diverse%20Experts%20with%20Consistency%20Self-distillation%20for%20Long-tailed%20Recognition/MDCS%28Resnet50%29                                                                                  MDCS(Resnet50)
http://w3id.org/mlsea/pwc/model/MDETR%20--%20Modulated%20Detection%20for%20End-to-End%20Multi-Modal%20Understanding/MDETR%20%28ResNet-101%29                                                                                  MDETR (ResNet-101)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20using%20Causal%20Matching/MDG-Hybrid%20%28ResNet-50%29                                                                                  MDG-Hybrid (ResNet-50)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20using%20Causal%20Matching/MDG-Hybrid%20%28Resnet-18%29                                                                                  MDG-Hybrid (Resnet-18)
http://w3id.org/mlsea/pwc/model/MEAL%20V2%3A%20Boosting%20Vanilla%20ResNet-50%20to%2080%25%2B%20Top-1%20Accuracy%20on%20ImageNet%20without%20Tricks/MEAL%20V2%20%28ResNet-50%29%20%28224%20res%29                                                                                  MEAL V2 (ResNet-50) (224 res)
http://w3id.org/mlsea/pwc/model/MEAL%20V2%3A%20Boosting%20Vanilla%20ResNet-50%20to%2080%25%2B%20Top-1%20Accuracy%20on%20ImageNet%20without%20Tricks/MEAL%20V2%20%28ResNet-50%29%20%28380%20res%29                                                                                  MEAL V2 (ResNet-50) (380 res)
http://w3id.org/mlsea/pwc/model/Transfer%20Learning%20with%20Dynamic%20Distribution%20Adaptation/MEDA%20%28ResNet50%29                                                                                  MEDA (ResNet50)
http://w3id.org/mlsea/pwc/model/Penalizing%20the%20Hard%20Example%20But%20Not%20Too%20Much%3A%20A%20Strong%20Baseline%20for%20Fine-Grained%20Visual%20Classification/MHEM%20%28a%20strong%20ResNet50%20baseline%29                                                                                  MHEM (a strong ResNet50 baseline)
http://w3id.org/mlsea/pwc/model/Penalizing%20the%20Hard%20Example%20But%20Not%20Too%20Much%3A%20A%20Strong%20Baseline%20for%20Fine-Grained%20Visual%20Classification/MHEM%20%28strong%20ResNet50%20baseline%29                                                                                  MHEM (strong ResNet50 baseline)
http://w3id.org/mlsea/pwc/model/MIANet%3A%20Aggregating%20Unbiased%20Instance%20and%20General%20Information%20for%20Few-Shot%20Semantic%20Segmentation/MIANet%20%28ResNet-101%29                                                                                  MIANet (ResNet-101)
http://w3id.org/mlsea/pwc/model/MIANet%3A%20Aggregating%20Unbiased%20Instance%20and%20General%20Information%20for%20Few-Shot%20Semantic%20Segmentation/MIANet%20%28ResNet-50%29                                                                                  MIANet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Multi-label%20Iterated%20Learning%20for%20Image%20Classification%20with%20Label%20Ambiguity/MILe%20%28ResNet-50%29                                                                                  MILe (ResNet-50)
http://w3id.org/mlsea/pwc/model/Multi-label%20Iterated%20Learning%20for%20Image%20Classification%20with%20Label%20Ambiguity/MILe%20%28ResNet-50-D%29                                                                                  MILe (ResNet-50-D)
http://w3id.org/mlsea/pwc/model/Optimizing%20rgb-d%20semantic%20segmentation%20through%20multi-modal%20interaction%20and%20pooling%20attention/MIPANet%20%28ResNet50%29                                                                                  MIPANet (ResNet50)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20by%20Mutual-Information%20Regularization%20with%20Pre-trained%20Models/MIRO%20%28ResNet-50%2C%20SWAD%29                                                                                  MIRO (ResNet-50, SWAD)
http://w3id.org/mlsea/pwc/model/ML-Decoder%3A%20Scalable%20and%20Versatile%20Classification%20Head/ML-Decoder%28TResNet-L%2C%20resolution%20640%29                                                                                  ML-Decoder(TResNet-L, resolution 640)
http://w3id.org/mlsea/pwc/model/ML-Decoder%3A%20Scalable%20and%20Versatile%20Classification%20Head/ML-Decoder%28TResNet-XL%2C%20resolution%20640%29                                                                                  ML-Decoder(TResNet-XL, resolution 640)
http://w3id.org/mlsea/pwc/model/Multi-Label%20Image%20Recognition%20with%20Graph%20Convolutional%20Networks/ML-GCN%28ResNet-50%29                                                                                  ML-GCN(ResNet-50)
http://w3id.org/mlsea/pwc/model/Mining%20Latent%20Classes%20for%20Few-shot%20Segmentation/MLC%20%28ResNet-101%29                                                                                  MLC (ResNet-101)
http://w3id.org/mlsea/pwc/model/Mining%20Latent%20Classes%20for%20Few-shot%20Segmentation/MLC%20%28ResNet-50%29                                                                                  MLC (ResNet-50)
http://w3id.org/mlsea/pwc/model/Combining%20Metric%20Learning%20and%20Attention%20Heads%20For%20Accurate%20and%20Efficient%20Multilabel%20Image%20Classification/MLD-TResNet-L-AAM%5B448x448%5D                                                                                  MLD-TResNet-L-AAM[448x448]
http://w3id.org/mlsea/pwc/model/Combining%20Metric%20Learning%20and%20Attention%20Heads%20For%20Accurate%20and%20Efficient%20Multilabel%20Image%20Classification/MLD-TResNet-L-AAM%5B640x640%5D                                                                                  MLD-TResNet-L-AAM[640x640]
http://w3id.org/mlsea/pwc/model/Combining%20Metric%20Learning%20and%20Attention%20Heads%20For%20Accurate%20and%20Efficient%20Multilabel%20Image%20Classification/MLD-TResNetL-AAM%20%28resolution%20448%2C%20pretrain%20from%20OpenImages%20V6%29                                                                                  MLD-TResNetL-AAM (resolution 448, pretrain from OpenImages V6)
http://w3id.org/mlsea/pwc/model/Macro-Micro%20Adversarial%20Network%20for%20Human%20Parsing/MMAN%20%28ResNet-101%29                                                                                  MMAN (ResNet-101)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20With%20Adversarial%20Feature%20Learning/MMD-AAE%20%28Resnet-18%29                                                                                  MMD-AAE (Resnet-18)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20With%20Adversarial%20Feature%20Learning/MMD-AAE%20%28Resnet-50%2C%20DomainBed%29                                                                                  MMD-AAE (Resnet-50, DomainBed)
http://w3id.org/mlsea/pwc/model/Domain%20Generalization%20Using%20a%20Mixture%20of%20Multiple%20Latent%20Domains/MMLD%20%28Resnet-18%2C%20k%3D2%29                                                                                  MMLD (Resnet-18, k=2)
http://w3id.org/mlsea/pwc/model/Mutual%20Mean-Teaching%3A%20Pseudo%20Label%20Refinery%20for%20Unsupervised%20Domain%20Adaptation%20on%20Person%20Re-identification/MMT-ResNet50                                                                                  MMT-ResNet50
http://w3id.org/mlsea/pwc/model/Multi-Objective%20Interpolation%20Training%20for%20Robustness%20to%20Label%20Noise/MOIT%2B%20%28ResNet-18%29                                                                                  MOIT+ (ResNet-18)
http://w3id.org/mlsea/pwc/model/Panoptic%20Segmentation/MRCNN%20%2B%20PSPNet%20%28ResNet-101%29                                                                                  MRCNN + PSPNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Adaptive%20Boosting%20for%20Domain%20Adaptation%3A%20Towards%20Robust%20Predictions%20in%20Scene%20Segmentation/MRNet%20%2B%20Adaboost%20%28ResNet-101%29                                                                                  MRNet + Adaboost (ResNet-101)
http://w3id.org/mlsea/pwc/model/Unsupervised%20Scene%20Adaptation%20with%20Memory%20Regularization%20in%20vivo/MRNet%28ResNet-101%29                                                                                  MRNet(ResNet-101)
http://w3id.org/mlsea/pwc/model/Rectifying%20Pseudo%20Label%20Learning%20via%20Uncertainty%20Estimation%20for%20Domain%20Adaptive%20Semantic%20Segmentation/MRNet%2BRectifying%20Label%28ResNet-101%29                                                                                  MRNet+Rectifying Label(ResNet-101)
http://w3id.org/mlsea/pwc/model/Mask%20Scoring%20R-CNN/MS%20R-CNN%20%2B%20ResNet-101%20DCN%20%2B%20FPN%20                                                                                  MS R-CNN + ResNet-101 DCN + FPN 
http://w3id.org/mlsea/pwc/model/MSANet%3A%20Multi-Similarity%20and%20Attention%20Guidance%20for%20Boosting%20Few-Shot%20Segmentation/MSANet%20%28ResNet-101%29                                                                                  MSANet (ResNet-101)
http://w3id.org/mlsea/pwc/model/MSANet%3A%20Multi-Similarity%20and%20Attention%20Guidance%20for%20Boosting%20Few-Shot%20Segmentation/MSANet%20%28ResNet-50%29                                                                                  MSANet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Match%20Them%20Up%3A%20Visually%20Explainable%20Few-shot%20Image%20Classification/MTUNet%2BResNet-18                                                                                  MTUNet+ResNet-18
http://w3id.org/mlsea/pwc/model/Composed%20Image%20Retrieval%20with%20Text%20Feedback%20via%20Multi-grained%20Uncertainty%20Regularization/MUR%20%284%2AResNet50%29                                                                                  MUR (4*ResNet50)
http://w3id.org/mlsea/pwc/model/MVFNet%3A%20Multi-View%20Fusion%20Network%20for%20Efficient%20Video%20Recognition/MVFNet-ResNet101%20%28ensemble%2C%20ImageNet%20pretrained%2C%20RGB%20only%29                                                                                  MVFNet-ResNet101 (ensemble, ImageNet pretrained, RGB only)
http://w3id.org/mlsea/pwc/model/MVFNet%3A%20Multi-View%20Fusion%20Network%20for%20Efficient%20Video%20Recognition/MVFNet-ResNet50%20%28center%20crop%2C%208%2B16%20ensemble%2C%20ImageNet%20pretrained%2C%20RGB%20only%29                                                                                  MVFNet-ResNet50 (center crop, 8+16 ensemble, ImageNet pretrained, RGB only)
