Result of /data/leuven/370/vsc37064/new_queries_named_graph_pwc/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials                                                                                  John D. Chodera                                                                                  implemenation of SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials
PathoNet: Deep learning assisted evaluation of Ki-67 and tumor infiltrating lymphocytes (TILs) as prognostic factors in breast cancer; A large dataset and baseline                                                                                  Mahsa Kohandel Shirazi                                                                                  implemenation of PathoNet: Deep learning assisted evaluation of Ki-67 and tumor infiltrating lymphocytes (TILs) as prognostic factors in breast cancer; A large dataset and baseline
PathoNet: Deep learning assisted evaluation of Ki-67 and tumor infiltrating lymphocytes (TILs) as prognostic factors in breast cancer; A large dataset and baseline                                                                                  Shayan Majidi                                                                                  implemenation of PathoNet: Deep learning assisted evaluation of Ki-67 and tumor infiltrating lymphocytes (TILs) as prognostic factors in breast cancer; A large dataset and baseline
Low-Light Image and Video Enhancement Using Deep Learning: A Survey                                                                                  Linghao Han                                                                                  implemenation of Low-Light Image and Video Enhancement Using Deep Learning: A Survey
Revisiting Unreasonable Effectiveness of Data in Deep Learning Era                                                                                  Abhinav Gupta                                                                                  implemenation of Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Measuring abstract reasoning in neural networks                                                                                  Adam Santoro                                                                                  implemenation of Measuring abstract reasoning in neural networks
Revisiting Unreasonable Effectiveness of Data in Deep Learning Era                                                                                  Chen Sun                                                                                  implemenation of Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs                                                                                  Hongyu Ren                                                                                  implemenation of OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs
Open Graph Benchmark: Datasets for Machine Learning on Graphs                                                                                  Hongyu Ren                                                                                  implemenation of Open Graph Benchmark: Datasets for Machine Learning on Graphs
Neural networks for topology optimization                                                                                  Ivan Oseledets                                                                                  implemenation of Neural networks for topology optimization
Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network                                                                                  Jan Kautz                                                                                  implemenation of Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison                                                                                  Jason H. Moore                                                                                  implemenation of PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison
Machine Learning for Mechanical Ventilation Control                                                                                  Karan Singh                                                                                  implemenation of Machine Learning for Mechanical Ventilation Control
Retiring Adult: New Datasets for Fair Machine Learning                                                                                  Ludwig Schmidt                                                                                  implemenation of Retiring Adult: New Datasets for Fair Machine Learning
On Robustness and Transferability of Convolutional Neural Networks                                                                                  Mario Lucic                                                                                  implemenation of On Robustness and Transferability of Convolutional Neural Networks
OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs                                                                                  Matthias Fey                                                                                  implemenation of OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs
Open Graph Benchmark: Datasets for Machine Learning on Graphs                                                                                  Matthias Fey                                                                                  implemenation of Open Graph Benchmark: Datasets for Machine Learning on Graphs
Path Integral Based Convolution and Pooling for Graph Neural Networks                                                                                  Ming Li                                                                                  implemenation of Path Integral Based Convolution and Pooling for Graph Neural Networks
Low-Light Image and Video Enhancement Using Deep Learning: A Survey                                                                                  Ming-Ming Cheng                                                                                  implemenation of Low-Light Image and Video Enhancement Using Deep Learning: A Survey
Retiring Adult: New Datasets for Fair Machine Learning                                                                                  Moritz Hardt                                                                                  implemenation of Retiring Adult: New Datasets for Fair Machine Learning
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison                                                                                  Patryk Orzechowski                                                                                  implemenation of PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison
Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network                                                                                  Pavlo Molchanov                                                                                  implemenation of Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network
Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening                                                                                  Rick Stevens                                                                                  implemenation of Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening
Neural Network Acceptability Judgments                                                                                  Samuel R. Bowman                                                                                  implemenation of Neural Network Acceptability Judgments
Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning                                                                                  Shivkumar Chandrasekaran                                                                                  implemenation of Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning
On Robustness and Transferability of Convolutional Neural Networks                                                                                  Sylvain Gelly                                                                                  implemenation of On Robustness and Transferability of Convolutional Neural Networks
PoseCNN: A Convolutional Neural Network for 6D Object Pose Estimation in Cluttered Scenes                                                                                  Venkatraman Narayanan                                                                                  implemenation of PoseCNN: A Convolutional Neural Network for 6D Object Pose Estimation in Cluttered Scenes
Multi-Task Recurrent Neural Network for Immediacy Prediction                                                                                  Wanli Ouyang                                                                                  implemenation of Multi-Task Recurrent Neural Network for Immediacy Prediction
Moiré Photo Restoration Using Multiresolution Convolutional Neural Networks                                                                                  Wenping Wang                                                                                  implemenation of Moiré Photo Restoration Using Multiresolution Convolutional Neural Networks
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison                                                                                  William La Cava                                                                                  implemenation of PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison
Multi-Task Recurrent Neural Network for Immediacy Prediction                                                                                  Xiaogang Wang                                                                                  implemenation of Multi-Task Recurrent Neural Network for Immediacy Prediction
Moiré Photo Restoration Using Multiresolution Convolutional Neural Networks                                                                                  Yizhou Yu                                                                                  implemenation of Moiré Photo Restoration Using Multiresolution Convolutional Neural Networks
Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge                                                                                  Alberto Rodriguez                                                                                  implemenation of Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge
Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge                                                                                  Andy Zeng                                                                                  implemenation of Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge
Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning                                                                                  B. S. Manjunath                                                                                  implemenation of Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning
MoleculeNet: A Benchmark for Molecular Machine Learning                                                                                  Bharath Ramsundar                                                                                  implemenation of MoleculeNet: A Benchmark for Molecular Machine Learning
Low-Light Image and Video Enhancement Using Deep Learning: A Survey                                                                                  Chongyi Li                                                                                  implemenation of Low-Light Image and Video Enhancement Using Deep Learning: A Survey
MoleculeNet: A Benchmark for Molecular Machine Learning                                                                                  Evan N. Feinberg                                                                                  implemenation of MoleculeNet: A Benchmark for Molecular Machine Learning
OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning                                                                                  Fei Qiao                                                                                  implemenation of OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning
Real-time Hand Gesture Detection and Classification Using Convolutional Neural Networks                                                                                  Gerhard Rigoll                                                                                  implemenation of Real-time Hand Gesture Detection and Classification Using Convolutional Neural Networks
MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks                                                                                  Javier Duarte                                                                                  implemenation of MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks
Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge                                                                                  Kuan-Ting Yu                                                                                  implemenation of Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge
Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning                                                                                  Lakshmanan Nataraj                                                                                  implemenation of Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning
On Robustness and Transferability of Convolutional Neural Networks                                                                                  Lucas Beyer                                                                                  implemenation of On Robustness and Transferability of Convolutional Neural Networks
Reducing Complexity of HEVC: A Deep Learning Approach                                                                                  Mai Xu                                                                                  implemenation of Reducing Complexity of HEVC: A Deep Learning Approach
MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks                                                                                  Maurizio Pierini                                                                                  implemenation of MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks
Real-time Hand Gesture Detection and Classification Using Convolutional Neural Networks                                                                                  Okan Köpüklü                                                                                  implemenation of Real-time Hand Gesture Detection and Classification Using Convolutional Neural Networks
MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition                                                                                  Pablo Arbeláez                                                                                  implemenation of MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition
PICO Element Detection in Medical Text via Long Short-Term Memory Neural Networks                                                                                  Peter Szolovits                                                                                  implemenation of PICO Element Detection in Medical Text via Long Short-Term Memory Neural Networks
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison                                                                                  Randal S. Olson                                                                                  implemenation of PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison                                                                                  Ryan J. Urbanowicz                                                                                  implemenation of PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison
Scaling down Deep Learning                                                                                  Sam Greydanus                                                                                  implemenation of Scaling down Deep Learning
Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge                                                                                  Shuran Song                                                                                  implemenation of Multi-view Self-supervised Deep Learning for 6D Pose Estimation in the Amazon Picking Challenge
Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning                                                                                  Tajuddin Manhar Mohammed                                                                                  implemenation of Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning
Reducing Complexity of HEVC: A Deep Learning Approach                                                                                  Tianyi Li                                                                                  implemenation of Reducing Complexity of HEVC: A Deep Learning Approach
On Robustness and Transferability of Convolutional Neural Networks                                                                                  Xiaohua Zhai                                                                                  implemenation of On Robustness and Transferability of Convolutional Neural Networks
Reducing Complexity of HEVC: A Deep Learning Approach                                                                                  Xin Deng                                                                                  implemenation of Reducing Complexity of HEVC: A Deep Learning Approach
MoleculeNet: A Benchmark for Molecular Machine Learning                                                                                  Zhenqin Wu                                                                                  implemenation of MoleculeNet: A Benchmark for Molecular Machine Learning
Reducing Complexity of HEVC: A Deep Learning Approach                                                                                  Zhenyu Guan                                                                                  implemenation of Reducing Complexity of HEVC: A Deep Learning Approach
Reducing Complexity of HEVC: A Deep Learning Approach                                                                                  Zulin Wang                                                                                  implemenation of Reducing Complexity of HEVC: A Deep Learning Approach
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Abdelmagid M. Elmatboly                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Abo-Alela Farag                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Ahmad Rachid                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Ahmed M. Alhusseiny                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Ahmed M. Raslan                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Anas M. Saad                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Bradley Drumheller                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Ehab Hafiz                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
Machine learning for signature verification                                                                                  Harish Srinivasan                                                                                  implemenation of Machine learning for signature verification
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Inas A. Ruhban                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Kareem Hosny Mohammed                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Lamees A. Atteya                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Mai A. T. Elsebaie                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Menatalla K. Nadim                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Mohamed Elkady                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Nada M. Elgazar                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Philip A. Pappalardo                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
Machine learning for signature verification                                                                                  Sargur N Srihari                                                                                  implemenation of Machine learning for signature verification
Machine Learning for Mechanical Ventilation Control                                                                                  Tom Zajdel                                                                                  implemenation of Machine Learning for Mechanical Ventilation Control
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Yahya Alagha                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  Yomna A. Amer                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials                                                                                  David L. Dotson                                                                                  implemenation of SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials
SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials                                                                                  Josh T. Horton                                                                                  implemenation of SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials
SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials                                                                                  Pavan Kumar Behara                                                                                  implemenation of SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials
SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion                                                                                  Lloyd Haydn Hughes                                                                                  implemenation of SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
SaRNet: A Dataset for Deep Learning Assisted Search and Rescue with Satellite Imagery                                                                                  Michael Thoreau                                                                                  implemenation of SaRNet: A Dataset for Deep Learning Assisted Search and Rescue with Satellite Imagery
SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials                                                                                  Peter Eastman                                                                                  implemenation of SPICE, A Dataset of Drug-like Molecules and Peptides for Training Machine Learning Potentials
Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening                                                                                  Ben Blaiszik                                                                                  implemenation of Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening
Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening                                                                                  Yadu Babuji                                                                                  implemenation of Protein-Ligand Docking Surrogate Models: A SARS-CoV-2 Benchmark for Deep Learning Accelerated Virtual Screening
Sarcasm Detection using Hybrid Neural Network                                                                                  Rishabh Misra                                                                                  implemenation of Sarcasm Detection using Hybrid Neural Network
SEVIR : A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology                                                                                  Siddharth Samsi                                                                                  implemenation of SEVIR : A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology
Multi-Scale Convolutional Neural Network for Automated AMD Classification using Retinal OCT Images                                                                                  Ata Jodeiri                                                                                  implemenation of Multi-Scale Convolutional Neural Network for Automated AMD Classification using Retinal OCT Images
OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning                                                                                  Chuanlin Lan                                                                                  implemenation of OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning
OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning                                                                                  Xuesong Shi                                                                                  implemenation of OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning
Machine Learning-Based Unbalance Detection of a Rotating Shaft Using Vibration Data                                                                                  Olaf Enge-Rosenblatt                                                                                  implemenation of Machine Learning-Based Unbalance Detection of a Rotating Shaft Using Vibration Data
MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition                                                                                  John F. Suárez-Pérez                                                                                  implemenation of MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition
MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition                                                                                  Juan Pablo Reyes                                                                                  implemenation of MANTRA: A Machine Learning reference lightcurve dataset for astronomical transient event recognition
Machine Learning for Mechanical Ventilation Control                                                                                  Paula Gradu                                                                                  implemenation of Machine Learning for Mechanical Ventilation Control
Machine learning approach of automatic identification and counting of blood cells                                                                                  Mohammad Mahmudul Alam                                                                                  implemenation of Machine learning approach of automatic identification and counting of blood cells
SEVIR : A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology                                                                                  Chris Mattioli                                                                                  implemenation of SEVIR : A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology
ManyTypes4Py: A Benchmark Python Dataset for Machine Learning-based Type Inference                                                                                  Georgios Gousios                                                                                  implemenation of ManyTypes4Py: A Benchmark Python Dataset for Machine Learning-based Type Inference
NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation                                                                                  David Manthey                                                                                  implemenation of NuCLS: A scalable crowdsourcing, deep learning approach and dataset for nucleus classification, localization and segmentation
ManyTypes4Py: A Benchmark Python Dataset for Machine Learning-based Type Inference                                                                                  Evaldas Latoskinas                                                                                  implemenation of ManyTypes4Py: A Benchmark Python Dataset for Machine Learning-based Type Inference
MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks                                                                                  Joosep Pata                                                                                  implemenation of MLPF: Efficient machine-learned particle-flow reconstruction using graph neural networks
Predicting Mechanically Driven Full-Field Quantities of Interest with Deep Learning-Based Metamodels                                                                                  S. Mohammadzadeh                                                                                  implemenation of Predicting Mechanically Driven Full-Field Quantities of Interest with Deep Learning-Based Metamodels
Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning                                                                                  Satish Chikkagoudar                                                                                  implemenation of Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning
Neural Network Acceptability Judgments                                                                                  Alex Warstadt                                                                                  implemenation of Neural Network Acceptability Judgments
Neural Network Acceptability Judgments                                                                                  Amanpreet Singh                                                                                  implemenation of Neural Network Acceptability Judgments
Predicting Personal Traits from Facial Images using Convolutional Neural Networks Augmented with Facial Landmark Information                                                                                  Antonio Criminisi                                                                                  implemenation of Predicting Personal Traits from Facial Images using Convolutional Neural Networks Augmented with Facial Landmark Information
Measuring abstract reasoning in neural networks                                                                                  Ari S. Morcos                                                                                  implemenation of Measuring abstract reasoning in neural networks
Open Graph Benchmark: Datasets for Machine Learning on Graphs                                                                                  Bowen Liu                                                                                  implemenation of Open Graph Benchmark: Datasets for Machine Learning on Graphs
Low-Light Image and Video Enhancement Using Deep Learning: A Survey                                                                                  Chen Change Loy                                                                                  implemenation of Low-Light Image and Video Enhancement Using Deep Learning: A Survey
Machine Learning for Mechanical Ventilation Control                                                                                  Cyril Zhang                                                                                  implemenation of Machine Learning for Mechanical Ventilation Control
Measuring abstract reasoning in neural networks                                                                                  David G. T. Barrett                                                                                  implemenation of Measuring abstract reasoning in neural networks
Measuring the rogue wave pattern triggered from Gaussian perturbations by deep learning                                                                                  Delu Zeng                                                                                  implemenation of Measuring the rogue wave pattern triggered from Gaussian perturbations by deep learning
PoseCNN: A Convolutional Neural Network for 6D Object Pose Estimation in Cluttered Scenes                                                                                  Dieter Fox                                                                                  implemenation of PoseCNN: A Convolutional Neural Network for 6D Object Pose Estimation in Cluttered Scenes
Scaling down Deep Learning                                                                                  Dmitry Kobak                                                                                  implemenation of Scaling down Deep Learning
Machine Learning for Mechanical Ventilation Control                                                                                  Elad Hazan                                                                                  implemenation of Machine Learning for Mechanical Ventilation Control
Measuring abstract reasoning in neural networks                                                                                  Felix Hill                                                                                  implemenation of Measuring abstract reasoning in neural networks
Low-Light Image and Video Enhancement Using Deep Learning: A Survey                                                                                  Jinwei Gu                                                                                  implemenation of Low-Light Image and Video Enhancement Using Deep Learning: A Survey
MLDS: A Dataset for Weight-Space Analysis of Neural Networks                                                                                  John Clemens                                                                                  implemenation of MLDS: A Dataset for Weight-Space Analysis of Neural Networks
Retiring Adult: New Datasets for Fair Machine Learning                                                                                  John Miller                                                                                  implemenation of Retiring Adult: New Datasets for Fair Machine Learning
OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs                                                                                  Jure Leskovec                                                                                  implemenation of OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs
Open Graph Benchmark: Datasets for Machine Learning on Graphs                                                                                  Jure Leskovec                                                                                  implemenation of Open Graph Benchmark: Datasets for Machine Learning on Graphs
Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network                                                                                  Kihwan Kim                                                                                  implemenation of Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network
