Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_2.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
dataset                                                                           task
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4411
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4412
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4413
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4414
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4418
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4420
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4421
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4422
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4423
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4443
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4464
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4608
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4609
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4610
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4611
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4612
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4613
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4614
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4615
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4616
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4617
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4618
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4622
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4623
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4625
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4628
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4643
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4644
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4645
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4647
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4648
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4654
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2350
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2943
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2960
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3505
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3533
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3580
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3808
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3822
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4229
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4304
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4313
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4404
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4453
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4597
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4599
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/4653
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/25
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/60
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/6703
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/6704
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/6705
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/6706
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/6707
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7276
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7277
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7278
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7279
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7280
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7281
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7282
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7283
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7284
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7285
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2280
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3508
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/146
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2136
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3581
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3617
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3702
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3730
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3776
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3780
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7294
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/208
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/210
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/229
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/7287
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2203
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2207
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2209
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2216
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2231
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2246
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1748
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2268
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2269
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1778
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1779
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1780
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1784
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1786
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1787
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1788
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1790
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1791
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1818
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1868
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1869
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1873
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1883
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1884
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1885
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1886
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1889
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1890
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1891
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1894
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1895
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1896
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1898
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1900
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1902
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1903
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1904
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1907
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1908
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1909
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1912
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1915
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1917
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1918
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1919
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1920
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1921
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1922
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1923
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1927
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1928
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1929
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1930
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1931
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1933
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1934
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1935
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1937
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1938
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1939
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1942
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/1943
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2118
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2120
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2121
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2125
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2142
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/223
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2254
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2260
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2272
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2273
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2274
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2275
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2276
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2382
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/242
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2903
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2922
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2930
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2931
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2936
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2939
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2940
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2941
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2944
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2952
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2956
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2976
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2977
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2978
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2979
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2980
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2983
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/2993
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3011
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3012
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3024
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3025
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3026
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3043
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3044
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3045
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3053
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3054
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3055
http://w3id.org/mlsea/kaggle/dataset/10031                                                                                  http://w3id.org/mlsea/openml/task/3056

1000 Rows. -- 1394 msec.
