Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Bayesian identification of nonseparable Hamiltonians with multiplicative noise using deep learning and reduced-order modeling                                                                                  Harsh Sharma                                                                                  implemenation of Bayesian identification of nonseparable Hamiltonians with multiplicative noise using deep learning and reduced-order modeling
Choosing a Classical Planner with Graph Neural Networks                                                                                  Horst Samulowitz                                                                                  implemenation of Choosing a Classical Planner with Graph Neural Networks
Choosing a Classical Planner with Graph Neural Networks                                                                                  Jana Vatter                                                                                  implemenation of Choosing a Classical Planner with Graph Neural Networks
Choosing a Classical Planner with Graph Neural Networks                                                                                  Michael Katz                                                                                  implemenation of Choosing a Classical Planner with Graph Neural Networks
Choosing a Classical Planner with Graph Neural Networks                                                                                  Ruben Mayer                                                                                  implemenation of Choosing a Classical Planner with Graph Neural Networks
Choosing a Classical Planner with Graph Neural Networks                                                                                  Hans-Arno Jacobsen                                                                                  implemenation of Choosing a Classical Planner with Graph Neural Networks
DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification                                                                                  Mohammad Reza Soheili                                                                                  implemenation of DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification
DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification                                                                                  Fatemeh Asghari                                                                                  implemenation of DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification
DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification                                                                                  Faezeh Gholamrezaie                                                                                  implemenation of DL-EWF: Deep Learning Empowering Women's Fashion with Grounded-Segment-Anything Segmentation for Body Shape Classification
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Christof Albert Bertram                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Thomas Konrad                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Eda Parlak                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Julian Ostermaier                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Robert Klopfleisch                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Jonathan Ganz                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Katharina Breininger                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Marc Aubreville                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Chloé Puget                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides                                                                                  Matti Kiupel                                                                                  implemenation of Deep Learning model predicts the c-Kit-11 mutational status of canine cutaneous mast cell tumors by HE stained histological slides
Deep Learning-based Sentiment Analysis in Persian Language                                                                                  Mohsen Khazeni                                                                                  implemenation of Deep Learning-based Sentiment Analysis in Persian Language
Deep Learning-based Sentiment Analysis in Persian Language                                                                                  Mohammad Ali Soltanshahi                                                                                  implemenation of Deep Learning-based Sentiment Analysis in Persian Language
Deep Learning-based Sentiment Analysis in Persian Language                                                                                  Mohammad Heydari                                                                                  implemenation of Deep Learning-based Sentiment Analysis in Persian Language
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Chung Yik Edward Yeung                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Jingchuan Zhou                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Lindsey Linxi Wei                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Dong He                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Hongjian Yu                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows                                                                                  Magdalena Balazinska                                                                                  implemenation of Demonstration of MaskSearch: Efficiently Querying Image Masks for Machine Learning Workflows
Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology                                                                                  Evridiki Tsoureli-Nikita                                                                                  implemenation of Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology
Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology                                                                                  Maria Virvou                                                                                  implemenation of Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology
Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology                                                                                  Dimitrios P. Panagoulias                                                                                  implemenation of Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology
Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology                                                                                  George A. Tsihrintzis                                                                                  implemenation of Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology
Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques                                                                                  Ana F López Rodríguez                                                                                  implemenation of Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques
Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques                                                                                  Raquel Leirós-Rodríguez                                                                                  implemenation of Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques
Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques                                                                                  María Álvarez-González                                                                                  implemenation of Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques
Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques                                                                                  José Alberto Benítez-Andrades                                                                                  implemenation of Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques
Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques                                                                                  María Teresa García-Ordás                                                                                  implemenation of Detection of the most influential variables for preventing postpartum urinary incontinence using machine learning techniques
Distributed Cooperative Formation Control of Nonlinear Multi-Agent System (UGV) Using Neural Network                                                                                  Si Kheang Moeurn                                                                                  implemenation of Distributed Cooperative Formation Control of Nonlinear Multi-Agent System (UGV) Using Neural Network
End-To-End Set-Based Training for Neural Network Verification                                                                                  Tobias Ladner                                                                                  implemenation of End-To-End Set-Based Training for Neural Network Verification
End-To-End Set-Based Training for Neural Network Verification                                                                                  Matthias Althoff                                                                                  implemenation of End-To-End Set-Based Training for Neural Network Verification
End-To-End Set-Based Training for Neural Network Verification                                                                                  Lukas Koller                                                                                  implemenation of End-To-End Set-Based Training for Neural Network Verification
Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks                                                                                  Abdalgader Abubaker                                                                                  implemenation of Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks
Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks                                                                                  Madhav Nimishakavi                                                                                  implemenation of Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks
Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks                                                                                  Takanori Maehara                                                                                  implemenation of Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks
Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks                                                                                  Vassilis Plachouras                                                                                  implemenation of Self-Supervised Pretraining for Heterogeneous Hypergraph Neural Networks
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Isabella Rezende                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Isadora Tavares Nascimento                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Luciana de Paula Vieira                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Madson Poltronieri Zanoni                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Maria C. S. Santos                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Matheus B. Rocha                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Patricia Lyra Frasson                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Paulo R. Filgueiras                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Pedro H. da Cunha                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Renan Rossoni                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Tania R. P. Canuto                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Renato A. Krohling                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Flavio P. Loss                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Wanderson Romão                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms                                                                                  Leandro M. de Lima                                                                                  implemenation of Skin cancer diagnosis using NIR spectroscopy data of skin lesions in vivo using machine learning algorithms
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Hafez Asgharzadeh                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Baolin Li                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Evan Cox                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Anne Cocos                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Sudarshan Lamkhede                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Colby Wise                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Lingyi Liu                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks                                                                                  Zijie Huang                                                                                  implemenation of Synergistic Signals: Exploiting Co-Engagement and Semantic Links via Graph Neural Networks
TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing                                                                                  Jian Wu                                                                                  implemenation of TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing
TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing                                                                                  Jintai Chen                                                                                  implemenation of TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing
TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing                                                                                  Yanwen Fang                                                                                  implemenation of TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing
TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing                                                                                  Danny Chen                                                                                  implemenation of TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing
TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing                                                                                  Kuanlun Liao                                                                                  implemenation of TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing
Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments                                                                                  Andreas Köhn                                                                                  implemenation of Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments
Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments                                                                                  Fabian Zills                                                                                  implemenation of Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments
Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments                                                                                  Julia Netz                                                                                  implemenation of Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments
Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments                                                                                  Viktor Zaverkin                                                                                  implemenation of Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments
Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments                                                                                  Johannes Kästner                                                                                  implemenation of Thermally Averaged Magnetic Anisotropy Tensors via Machine Learning Based on Gaussian Moments
Unraveling the Control Engineer's Craft with Neural Networks                                                                                  Braghadeesh Lakshminarayanan                                                                                  implemenation of Unraveling the Control Engineer's Craft with Neural Networks
Unraveling the Control Engineer's Craft with Neural Networks                                                                                  Simone Formentin                                                                                  implemenation of Unraveling the Control Engineer's Craft with Neural Networks
Unraveling the Control Engineer's Craft with Neural Networks                                                                                  Federico Dettù                                                                                  implemenation of Unraveling the Control Engineer's Craft with Neural Networks
Unraveling the Control Engineer's Craft with Neural Networks                                                                                  Cristian R. Rojas                                                                                  implemenation of Unraveling the Control Engineer's Craft with Neural Networks
Variational Inference on the Final-Layer Output of Neural Networks                                                                                  Roni Khardon                                                                                  implemenation of Variational Inference on the Final-Layer Output of Neural Networks
Variational Inference on the Final-Layer Output of Neural Networks                                                                                  Yadi Wei                                                                                  implemenation of Variational Inference on the Final-Layer Output of Neural Networks
The Convex Landscape of Neural Networks: Characterizing Global Optima and Stationary Points via Lasso Models                                                                                  Tolga Ergen                                                                                  implemenation of The Convex Landscape of Neural Networks: Characterizing Global Optima and Stationary Points via Lasso Models
The Convex Landscape of Neural Networks: Characterizing Global Optima and Stationary Points via Lasso Models                                                                                  Mert Pilanci                                                                                  implemenation of The Convex Landscape of Neural Networks: Characterizing Global Optima and Stationary Points via Lasso Models
Transport Equation based Physics Informed Neural Network to predict the Yield Strength of Architected Materials                                                                                  Akshansh Mishra                                                                                  implemenation of Transport Equation based Physics Informed Neural Network to predict the Yield Strength of Architected Materials
Structural Design of Convolutional Neural Networks for Steganalysis                                                                                  Guanshuo Xu; Han-Zhou Wu; Yun-Qing Shi                                                                                  implemenation of Structural Design of Convolutional Neural Networks for Steganalysis
Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional                                                                                  Razieh Nabi                                                                                  implemenation of Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional
Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional                                                                                  Anna Guo                                                                                  implemenation of Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional
Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional                                                                                  David Benkeser                                                                                  implemenation of Targeted Machine Learning for Average Causal Effect Estimation Using the Front-Door Functional
The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation                                                                                  Jintang Li                                                                                  implemenation of The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation
The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation                                                                                  Liang Chen                                                                                  implemenation of The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation
The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation                                                                                  Zibin Zheng                                                                                  implemenation of The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation
The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation                                                                                  Yuchang Zhu                                                                                  implemenation of The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation
Active Learning for Regression based on Wasserstein distance and GroupSort Neural Networks                                                                                  Benjamin Bobbia                                                                                  implemenation of Active Learning for Regression based on Wasserstein distance and GroupSort Neural Networks
Active Learning for Regression based on Wasserstein distance and GroupSort Neural Networks                                                                                  Matthias Picard                                                                                  implemenation of Active Learning for Regression based on Wasserstein distance and GroupSort Neural Networks
Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance                                                                                  Kate Ladenheim                                                                                  implemenation of Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance
Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance                                                                                  Cornelia Fermüller                                                                                  implemenation of Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance
Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance                                                                                  Snehesh Shrestha                                                                                  implemenation of Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance
Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance                                                                                  Siyuan Peng                                                                                  implemenation of Choreographing the Digital Canvas: A Machine Learning Approach to Artistic Performance
Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images                                                                                  Bikram P. Banerjee                                                                                  implemenation of Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images
Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images                                                                                  Nancy F. Glenn                                                                                  implemenation of Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images
Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images                                                                                  Sureka Thiruchittampalam                                                                                  implemenation of Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images
Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images                                                                                  Simit Raval                                                                                  implemenation of Comparative Evaluation of Traditional and Deep Learning-Based Segmentation Methods for Spoil Pile Delineation Using UAV Images
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  David Brind                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Diwei Zhou                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Alastair R. Mobley                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Karina V. Bunting                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Otilia Tica                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Andreas Karwath                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Alexander Thorley                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Dipak Kotecha                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Georgios Gkoutos                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction                                                                                  Xiaoxia Wang                                                                                  implemenation of Development of Automated Neural Network Prediction for Echocardiographic Left ventricular Ejection Fraction
