Result of /data/leuven/370/vsc37064/new_queries/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Brad Neuberg                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Valentina Salvatelli                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Luiz F. G. dos Santos                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Miho Janvier                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Souvik Bose                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning                                                                                  Meng Jin                                                                                  implemenation of Auto-Calibration of Remote Sensing Solar Telescopes with Deep Learning
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Florian Dubost                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Marleen de Bruijne                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Wiro Niessen                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Gerda Bortsova                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Antonin Renaudier                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Nicolas Posocco                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Axel Roc                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks                                                                                  Benjamin Collery                                                                                  implemenation of Automated Estimation of the Spinal Curvature via Spine Centerline Extraction with Ensembles of Cascaded Neural Networks
AraNet: A Deep Learning Toolkit for Arabic Social Media                                                                                  Chiyu Zhang                                                                                  implemenation of AraNet: A Deep Learning Toolkit for Arabic Social Media
AraNet: A Deep Learning Toolkit for Arabic Social Media                                                                                  El Moatez Billah Nagoudi                                                                                  implemenation of AraNet: A Deep Learning Toolkit for Arabic Social Media
AraNet: A Deep Learning Toolkit for Arabic Social Media                                                                                  Azadeh Hashemi                                                                                  implemenation of AraNet: A Deep Learning Toolkit for Arabic Social Media
AraNet: A Deep Learning Toolkit for Arabic Social Media                                                                                  Muhammad Abdul-Mageed                                                                                  implemenation of AraNet: A Deep Learning Toolkit for Arabic Social Media
Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction                                                                                  Nelson Nauata                                                                                  implemenation of Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction
Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction                                                                                  Yasutaka Furukawa                                                                                  implemenation of Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction
Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction                                                                                  Fuyang Zhang                                                                                  implemenation of Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Philip S. Yu                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Kannan Achan                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Xiaohan Li                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Stephen Guo                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Zhiwei Liu                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Basket Recommendation with Multi-Intent Translation Graph Neural Network                                                                                  Ziwei Fan                                                                                  implemenation of Basket Recommendation with Multi-Intent Translation Graph Neural Network
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Nikos Paragios                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Charlotte Robert                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Marvin Lerousseau                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Alexandre Carre                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Theo Estienne                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Theophraste Henry                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution                                                                                  Eric Deutsch                                                                                  implemenation of Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution
Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition                                                                                  Georges Linarès                                                                                  implemenation of Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition
Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition                                                                                  Renato de Mori                                                                                  implemenation of Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition
Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition                                                                                  Mohamed Morchid                                                                                  implemenation of Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition
Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition                                                                                  Titouan Parcollet                                                                                  implemenation of Bidirectional Quaternion Long-Short Term Memory Recurrent Neural Networks for Speech Recognition
Constrained Optimization Based Low-Rank Approximation of Deep Neural Networks                                                                                  Chong Li                                                                                  implemenation of Constrained Optimization Based Low-Rank Approximation of Deep Neural Networks
Constrained Optimization Based Low-Rank Approximation of Deep Neural Networks                                                                                  C. J. Richard Shi                                                                                  implemenation of Constrained Optimization Based Low-Rank Approximation of Deep Neural Networks
Cardinality Estimation in a Virtualized Network Device Using Online Machine Learning                                                                                  Reuven Cohen                                                                                  implemenation of Cardinality Estimation in a Virtualized Network Device Using Online Machine Learning
Cardinality Estimation in a Virtualized Network Device Using Online Machine Learning                                                                                  Yuval Nezri                                                                                  implemenation of Cardinality Estimation in a Virtualized Network Device Using Online Machine Learning
Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention                                                                                  Simon Dixon                                                                                  implemenation of Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention
Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention                                                                                  Emir Demirel                                                                                  implemenation of Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention
Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention                                                                                  Sven Ahlback                                                                                  implemenation of Automatic Lyrics Transcription using Dilated Convolutional Neural Networks with Self-Attention
Continuous-in-Depth Neural Networks                                                                                  Dane Taylor                                                                                  implemenation of Continuous-in-Depth Neural Networks
Continuous-in-Depth Neural Networks                                                                                  Michael W. Mahoney                                                                                  implemenation of Continuous-in-Depth Neural Networks
Continuous-in-Depth Neural Networks                                                                                  N. Benjamin Erichson                                                                                  implemenation of Continuous-in-Depth Neural Networks
Continuous-in-Depth Neural Networks                                                                                  Alejandro F. Queiruga                                                                                  implemenation of Continuous-in-Depth Neural Networks
Big Earth Data and Machine Learning for Sustainable and Resilient Agriculture                                                                                  Vasileios Sitokonstantinou                                                                                  implemenation of Big Earth Data and Machine Learning for Sustainable and Resilient Agriculture
Boosted Dynamic Neural Networks                                                                                  Gao Huang                                                                                  implemenation of Boosted Dynamic Neural Networks
Boosted Dynamic Neural Networks                                                                                  Gang Hua                                                                                  implemenation of Boosted Dynamic Neural Networks
Boosted Dynamic Neural Networks                                                                                  Haoxiang Li                                                                                  implemenation of Boosted Dynamic Neural Networks
Boosted Dynamic Neural Networks                                                                                  Haichao Yu                                                                                  implemenation of Boosted Dynamic Neural Networks
Boosted Dynamic Neural Networks                                                                                  Humphrey Shi                                                                                  implemenation of Boosted Dynamic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Benjamin Van Roy                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Zheng Wen                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Vikranth Dwaracherla                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Ian Osband                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Xiuyuan Lu                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Morteza Ibrahimi                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Approximate Thompson Sampling via Epistemic Neural Networks                                                                                  Seyed Mohammad Asghari                                                                                  implemenation of Approximate Thompson Sampling via Epistemic Neural Networks
Attention-based Graph Convolution Fusing Latent Structures and Multiple Features for Graph Neural Networks                                                                                  Yang Li                                                                                  implemenation of Attention-based Graph Convolution Fusing Latent Structures and Multiple Features for Graph Neural Networks
Attention-based Graph Convolution Fusing Latent Structures and Multiple Features for Graph Neural Networks                                                                                  Yuichi Tanaka                                                                                  implemenation of Attention-based Graph Convolution Fusing Latent Structures and Multiple Features for Graph Neural Networks
CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging                                                                                  Dominique Ginhac                                                                                  implemenation of CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging
CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging                                                                                  Steven Tel                                                                                  implemenation of CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging
CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging                                                                                  Barthélémy Heyrman                                                                                  implemenation of CEN-HDR: Computationally Efficient neural Network for real-time High Dynamic Range imaging
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Gerbrand Ceder                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Bowen Deng                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Christopher J. Bartel                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Kevin Han                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Janosh Riebesell                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  KyuJung Jun                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling                                                                                  Peichen Zhong                                                                                  implemenation of CHGNet: Pretrained universal neural network potential for charge-informed atomistic modeling
Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR                                                                                  Li Liu                                                                                  implemenation of Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR
Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR                                                                                  Wei Yang                                                                                  implemenation of Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR
Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR                                                                                  Wenpeng Zhang                                                                                  implemenation of Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR
Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR                                                                                  Yongxiang Liu                                                                                  implemenation of Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR
Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR                                                                                  Weijie Li                                                                                  implemenation of Discovering and Explaining the Non-Causality of Deep Learning in SAR ATR
EffNet: An Efficient Structure for Convolutional Neural Networks                                                                                  Anton Kummert                                                                                  implemenation of EffNet: An Efficient Structure for Convolutional Neural Networks
EffNet: An Efficient Structure for Convolutional Neural Networks                                                                                  Ido Freeman                                                                                  implemenation of EffNet: An Efficient Structure for Convolutional Neural Networks
EffNet: An Efficient Structure for Convolutional Neural Networks                                                                                  Lutz Roese-Koerner                                                                                  implemenation of EffNet: An Efficient Structure for Convolutional Neural Networks
Demystifying Parallel and Distributed Deep Learning: An In-Depth Concurrency Analysis                                                                                  Tal Ben-Nun                                                                                  implemenation of Demystifying Parallel and Distributed Deep Learning: An In-Depth Concurrency Analysis
Demystifying Parallel and Distributed Deep Learning: An In-Depth Concurrency Analysis                                                                                  Torsten Hoefler                                                                                  implemenation of Demystifying Parallel and Distributed Deep Learning: An In-Depth Concurrency Analysis
Differentiable plasticity: training plastic neural networks with backpropagation                                                                                  Kenneth O. Stanley                                                                                  implemenation of Differentiable plasticity: training plastic neural networks with backpropagation
Differentiable plasticity: training plastic neural networks with backpropagation                                                                                  Thomas Miconi                                                                                  implemenation of Differentiable plasticity: training plastic neural networks with backpropagation
Differentiable plasticity: training plastic neural networks with backpropagation                                                                                  Jeff Clune                                                                                  implemenation of Differentiable plasticity: training plastic neural networks with backpropagation
Deep learning with Elastic Averaging SGD                                                                                  Anna Choromanska                                                                                  implemenation of Deep learning with Elastic Averaging SGD
Deep learning with Elastic Averaging SGD                                                                                  Yann Lecun                                                                                  implemenation of Deep learning with Elastic Averaging SGD
Deep learning with Elastic Averaging SGD                                                                                  Sixin Zhang                                                                                  implemenation of Deep learning with Elastic Averaging SGD
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Alan Yuille                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Wei Xu                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Yi Yang                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Jiang Wang                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Zhiheng Huang                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)                                                                                  Junhua Mao                                                                                  implemenation of Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN)
Deep Learning Face Representation by Joint Identification-Verification                                                                                  Xiaogang Wang                                                                                  implemenation of Deep Learning Face Representation by Joint Identification-Verification
Deep Learning Face Representation by Joint Identification-Verification                                                                                  Yi Sun                                                                                  implemenation of Deep Learning Face Representation by Joint Identification-Verification
Deep Learning Face Representation by Joint Identification-Verification                                                                                  Xiaoou Tang                                                                                  implemenation of Deep Learning Face Representation by Joint Identification-Verification
Deep Learning with Limited Numerical Precision                                                                                  Kailash Gopalakrishnan                                                                                  implemenation of Deep Learning with Limited Numerical Precision
Deep Learning with Limited Numerical Precision                                                                                  Pritish Narayanan                                                                                  implemenation of Deep Learning with Limited Numerical Precision
Deep Learning with Limited Numerical Precision                                                                                  Ankur Agrawal                                                                                  implemenation of Deep Learning with Limited Numerical Precision
Deep Learning with Limited Numerical Precision                                                                                  Suyog Gupta                                                                                  implemenation of Deep Learning with Limited Numerical Precision
Doctor of Crosswise: Reducing Over-parametrization in Neural Networks                                                                                  Irwin King                                                                                  implemenation of Doctor of Crosswise: Reducing Over-parametrization in Neural Networks
Doctor of Crosswise: Reducing Over-parametrization in Neural Networks                                                                                  J. D. Curtó                                                                                  implemenation of Doctor of Crosswise: Reducing Over-parametrization in Neural Networks
Doctor of Crosswise: Reducing Over-parametrization in Neural Networks                                                                                  Michael R. Lyu                                                                                  implemenation of Doctor of Crosswise: Reducing Over-parametrization in Neural Networks
Doctor of Crosswise: Reducing Over-parametrization in Neural Networks                                                                                  Kris Kitani                                                                                  implemenation of Doctor of Crosswise: Reducing Over-parametrization in Neural Networks
Doctor of Crosswise: Reducing Over-parametrization in Neural Networks                                                                                  I. C. Zarza                                                                                  implemenation of Doctor of Crosswise: Reducing Over-parametrization in Neural Networks
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Abu Mohammed Raisuddin                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Arttu Niemensivu                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Elina Järvenpää                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Kaisa Makkonen                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Marko Nikki                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Mika Nevalainen                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Pekka Pinola                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Tuula Palsio                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Elias Vaattovaara                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Aleksei Tiulpin                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection                                                                                  Osmo Tervonen                                                                                  implemenation of Critical Evaluation of Deep Neural Networks for Wrist Fracture Detection
Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images                                                                                  Anstasiia Butko                                                                                  implemenation of Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images
Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images                                                                                  Colin Ophus                                                                                  implemenation of Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images
Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images                                                                                  Gunther H Weber                                                                                  implemenation of Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images
Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images                                                                                  Robbie Sadre                                                                                  implemenation of Deep Learning Segmentation of Complex Features in Atomic-Resolution Phase Contrast Transmission Electron Microscopy Images
Dynamic Structure Learning through Graph Neural Network for Forecasting Soil Moisture in Precision Agriculture                                                                                  Anoushka Vyas                                                                                  implemenation of Dynamic Structure Learning through Graph Neural Network for Forecasting Soil Moisture in Precision Agriculture
Dynamic Structure Learning through Graph Neural Network for Forecasting Soil Moisture in Precision Agriculture                                                                                  Sambaran Bandyopadhyay                                                                                  implemenation of Dynamic Structure Learning through Graph Neural Network for Forecasting Soil Moisture in Precision Agriculture
DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing                                                                                  Dawn Song                                                                                  implemenation of DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing
DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing                                                                                  Ruoxi Jia                                                                                  implemenation of DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing
DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing                                                                                  Nanqing Luo                                                                                  implemenation of DPlis: Boosting Utility of Differentially Private Deep Learning via Randomized Smoothing
